micro;time;excel time;peak;average;RMS
micro;12:14:37.754;44449.51015918981;42.007;21.754;24.532
micro;12:14:37.883;44449.51016068287;32.465;19.899;22.028
micro;12:14:38.020;44449.51016226852;34.648;20.597;22.693
micro;12:14:38.138;44449.51016363426;32.669;20.458;22.408
micro;12:14:38.254;44449.51016497685;44.711;21.657;24.776
micro;12:14:38.394;44449.51016659722;32.669;20.724;22.710
micro;12:14:38.512;44449.51016796296;33.255;20.346;22.293
micro;12:14:38.654;44449.51016960648;33.255;20.959;22.834
micro;12:14:38.774;44449.510170995374;33.804;20.856;22.777
micro;12:14:38.893;44449.510172372684;33.804;20.795;22.643
micro;12:14:39.031;44449.5101739699;42.144;21.198;23.873
micro;12:14:39.164;44449.51017550926;32.669;20.589;22.478
micro;12:14:39.292;44449.51017699074;34.320;21.012;22.917
micro;12:14:39.408;44449.51017833334;34.648;20.679;22.576
micro;12:14:39.537;44449.51017982639;32.256;20.912;22.752
micro;12:14:39.670;44449.51018136574;32.465;20.708;22.696
micro;12:14:39.789;44449.510182743055;33.979;20.986;22.956
micro;12:14:39.930;44449.510184375;34.648;21.716;23.696
micro;12:14:40.049;44449.51018575231;33.064;20.588;22.565
micro;12:14:40.175;44449.510187210646;42.007;21.044;23.774
micro;12:14:40.312;44449.510188796296;34.486;21.243;23.027
micro;12:14:40.438;44449.51019025463;33.064;20.371;22.470
micro;12:14:40.603;44449.51019216435;30.630;20.075;21.915
micro;12:14:40.706;44449.51019335648;30.881;19.695;21.659
micro;12:14:40.818;44449.51019465278;33.255;21.692;23.645
micro;12:14:40.955;44449.51019623842;33.064;21.246;23.076
micro;12:14:41.078;44449.510197662035;33.804;20.790;22.756
micro;12:14:41.212;44449.510199212964;33.804;21.327;23.237
micro;12:14:41.333;44449.510200613426;33.064;20.979;22.990
micro;12:14:41.451;44449.51020197917;35.269;20.768;22.731
micro;12:14:41.588;44449.510203564816;33.064;21.460;23.254
micro;12:14:41.719;44449.510205081024;34.486;20.593;22.447
micro;12:14:41.851;44449.5102066088;33.979;20.066;22.267
micro;12:14:41.974;44449.51020803241;36.777;20.644;22.841
micro;12:14:42.099;44449.510209479165;32.869;21.260;23.111
micro;12:14:42.230;44449.51021099537;37.730;21.654;23.830
micro;12:14:42.353;44449.51021241898;34.320;20.593;22.394
micro;12:14:42.495;44449.510214062495;35.117;21.259;23.256
micro;12:14:42.608;44449.51021537037;40.341;20.686;23.371
micro;12:14:42.734;44449.510216828705;33.255;20.731;22.866
micro;12:14:42.871;44449.51021841435;37.025;21.499;23.490
micro;12:14:42.999;44449.510219895834;33.442;20.892;22.895
micro;12:14:43.140;44449.51022152777;34.151;21.147;22.962
micro;12:14:43.249;44449.51022278935;43.580;23.834;26.864
micro;12:14:43.372;44449.510224212965;32.465;20.601;22.323
micro;12:14:43.510;44449.51022581018;32.869;20.973;22.982
micro;12:14:43.635;44449.51022725695;33.442;21.266;23.252
micro;12:14:43.775;44449.51022887732;32.869;20.371;22.465
micro;12:14:43.897;44449.51023028935;34.320;21.380;23.331
micro;12:14:44.021;44449.51023172453;37.501;20.712;23.164
micro;12:14:44.156;44449.51023328704;34.807;20.707;22.711
micro;12:14:44.276;44449.51023467592;34.486;20.380;22.545
micro;12:14:44.421;44449.51023635417;36.258;21.948;23.922
micro;12:14:44.530;44449.510237615745;35.269;21.423;23.489
micro;12:14:44.655;44449.510239062496;34.320;20.679;22.785
micro;12:14:44.795;44449.51024068287;34.151;20.056;22.015
micro;12:14:44.914;44449.51024206018;35.269;21.567;23.584
micro;12:14:45.052;44449.51024365741;46.848;23.045;26.254
micro;12:14:45.174;44449.51024506944;32.669;19.868;21.931
micro;12:14:45.300;44449.510246527774;35.269;21.551;23.398
micro;12:14:45.431;44449.51024804398;32.869;20.293;22.255
micro;12:14:45.554;44449.510249467596;32.465;20.901;22.785
micro;12:14:45.700;44449.51025115741;34.486;21.373;23.182
micro;12:14:45.823;44449.51025258102;33.625;20.366;22.237
micro;12:14:45.935;44449.51025387731;35.417;21.266;23.314
micro;12:14:46.086;44449.510255625;32.256;20.110;22.099
micro;12:14:46.199;44449.510256932874;32.869;21.801;23.726
micro;12:14:46.338;44449.51025854167;33.442;21.118;23.041
micro;12:14:46.455;44449.51025989583;33.255;19.413;21.418
micro;12:14:46.579;44449.510261331015;33.804;20.923;22.806
micro;12:14:46.709;44449.51026283565;33.255;20.609;22.566
micro;12:14:46.830;44449.510264236116;31.821;20.410;22.384
micro;12:14:46.986;44449.51026604167;36.650;20.909;23.191
micro;12:14:47.091;44449.51026725695;34.648;21.480;23.303
micro;12:14:47.210;44449.51026863426;32.669;20.788;22.799
micro;12:14:47.357;44449.51027033565;32.669;20.827;22.669
micro;12:14:47.480;44449.51027175926;34.807;20.543;22.569
micro;12:14:47.611;44449.51027327546;33.255;21.204;23.067
micro;12:14:47.727;44449.51027461806;33.979;21.122;23.043
micro;12:14:47.858;44449.51027613426;32.465;20.498;22.474
micro;12:14:47.993;44449.510277696754;33.064;21.325;23.252
micro;12:14:48.112;44449.51027907408;33.804;20.807;22.818
micro;12:14:48.259;44449.51028077546;31.364;19.583;21.571
micro;12:14:48.373;44449.51028209491;33.064;20.642;22.514
micro;12:14:48.507;44449.51028364583;33.442;20.166;22.166
micro;12:14:48.640;44449.510285185184;33.442;20.429;22.385
micro;12:14:48.793;44449.51028695602;32.465;21.079;23.037
micro;12:14:48.893;44449.51028811342;32.669;20.135;21.997
micro;12:14:49.027;44449.51028966435;34.964;20.445;22.565
micro;12:14:49.139;44449.51029096065;32.669;21.097;22.956
micro;12:14:49.276;44449.5102925463;32.465;20.225;22.220
micro;12:14:49.393;44449.510293900465;32.465;20.877;22.828
micro;12:14:49.532;44449.51029550926;32.256;20.421;22.355
micro;12:14:49.670;44449.51029710648;34.151;21.103;22.954
micro;12:14:49.782;44449.510298402776;33.979;20.564;22.498
micro;12:14:49.907;44449.51029984954;32.041;20.124;22.053
micro;12:14:50.028;44449.510301250004;33.442;21.460;23.311
micro;12:14:50.183;44449.51030304398;34.486;20.055;22.060
micro;12:14:50.294;44449.51030432871;31.821;20.498;22.288
micro;12:14:50.414;44449.51030571759;33.979;20.937;22.950
micro;12:14:50.569;44449.51030751158;33.064;21.046;22.952
micro;12:14:50.675;44449.51030873843;32.465;21.078;22.899
micro;12:14:50.815;44449.5103103588;32.669;21.414;23.192
micro;12:14:50.938;44449.510311782404;34.807;21.235;23.170
micro;12:14:51.054;44449.510313125;33.255;21.947;23.828
micro;12:14:51.236;44449.510315231484;33.064;20.414;22.386
micro;12:14:51.365;44449.51031672454;34.486;20.179;22.197
micro;12:14:51.505;44449.51031834491;32.869;20.634;22.539
micro;12:14:51.625;44449.510319733796;32.256;20.264;22.105
micro;12:14:51.765;44449.510321354166;32.869;20.991;22.925
micro;12:14:51.885;44449.51032274305;33.255;20.186;22.220
micro;12:14:52.005;44449.510324131945;33.064;20.108;22.038
micro;12:14:52.148;44449.510325787036;34.151;20.491;22.596
micro;12:14:52.266;44449.51032715278;35.117;21.379;23.285
micro;12:14:52.410;44449.510328819444;32.465;20.334;22.305
micro;12:14:52.526;44449.51033016204;32.869;20.373;22.489
micro;12:14:52.651;44449.51033160879;32.669;20.208;22.236
micro;12:14:52.787;44449.51033318287;32.041;20.438;22.320
micro;12:14:52.906;44449.51033456018;32.869;20.106;22.133
micro;12:14:53.049;44449.51033621527;33.804;20.297;22.201
micro;12:14:53.165;44449.51033755787;31.596;19.543;21.494
micro;12:14:53.287;44449.51033896991;32.669;19.943;21.983
micro;12:14:53.426;44449.51034057871;32.256;19.424;21.457
micro;12:14:53.548;44449.51034199074;34.320;20.897;22.950
micro;12:14:53.686;44449.510343587965;32.041;20.233;22.077
micro;12:14:53.808;44449.510345;32.869;19.380;21.348
micro;12:14:53.925;44449.51034635417;33.442;20.116;22.054
micro;12:14:54.065;44449.51034797454;33.255;20.402;22.451
micro;12:14:54.185;44449.51034936342;32.465;21.121;23.044
micro;12:14:54.326;44449.51035099537;31.821;20.198;22.073
micro;12:14:54.446;44449.510352384255;32.669;20.388;22.405
micro;12:14:54.566;44449.51035377315;35.117;20.455;22.674
micro;12:14:54.706;44449.51035539352;33.255;20.732;22.604
micro;12:14:54.828;44449.51035680556;31.821;19.905;21.971
micro;12:14:54.966;44449.51035840278;32.869;20.519;22.482
micro;12:14:55.088;44449.51035981481;32.041;19.717;21.647
micro;12:14:55.207;44449.51036119213;32.465;20.605;22.475
micro;12:14:55.311;44449.510362395835;33.255;21.451;23.388
micro;12:14:55.469;44449.51036422454;34.486;20.728;22.697
micro;12:14:55.606;44449.51036581019;33.625;20.693;22.621
micro;12:14:55.726;44449.51036719907;31.821;19.871;21.798
micro;12:14:55.849;44449.51036862269;32.869;20.479;22.371
micro;12:14:55.989;44449.51037024306;33.255;21.011;22.855
micro;12:14:56.108;44449.510371620374;33.442;20.975;22.930
micro;12:14:56.249;44449.51037325231;33.625;20.852;22.782
micro;12:14:56.369;44449.510374641206;32.669;20.627;22.527
micro;12:14:56.487;44449.51037600695;32.869;20.487;22.355
micro;12:14:56.630;44449.51037766204;33.064;21.124;22.996
micro;12:14:56.749;44449.51037903935;33.064;20.581;22.604
micro;12:14:56.891;44449.51038068287;30.630;19.133;21.124
micro;12:14:57.006;44449.51038201389;37.730;21.907;23.905
micro;12:14:57.131;44449.51038346065;31.126;20.329;22.140
micro;12:14:57.265;44449.51038501157;35.269;20.319;22.244
micro;12:14:57.385;44449.51038640046;32.465;20.243;22.235
micro;12:14:57.527;44449.510388043986;32.669;20.219;22.108
micro;12:14:57.648;44449.51038944445;32.256;20.116;22.107
micro;12:14:57.765;44449.51039079861;44.454;22.388;25.911
micro;12:14:57.907;44449.51039244213;32.041;19.758;21.612
micro;12:14:58.026;44449.510393819444;34.151;21.305;23.151
micro;12:14:58.166;44449.510395439815;32.669;20.279;22.203
micro;12:14:58.285;44449.51039681713;33.442;21.702;23.611
micro;12:14:58.410;44449.51039826389;32.256;20.416;22.298
micro;12:14:58.545;44449.51039982639;34.486;21.591;23.622
micro;12:14:58.666;44449.51040122686;31.596;19.987;21.729
micro;12:14:58.806;44449.51040284723;32.465;20.186;22.137
micro;12:14:58.926;44449.51040423611;37.842;21.733;23.799
micro;12:14:59.046;44449.510405625;33.064;19.884;21.804
micro;12:14:59.186;44449.51040724537;33.625;21.176;23.133
micro;12:14:59.306;44449.51040863426;31.821;20.587;22.464
micro;12:14:59.447;44449.5104102662;32.256;20.799;22.704
micro;12:14:59.567;44449.510411655094;33.064;20.590;22.474
micro;12:14:59.690;44449.51041307871;33.442;20.207;22.212
micro;12:14:59.825;44449.510414641205;37.616;21.181;23.120
micro;12:14:59.946;44449.51041604167;33.979;20.117;22.121
micro;12:15:00.088;44449.51041768519;32.041;20.481;22.350
micro;12:15:00.207;44449.5104190625;33.804;20.180;21.932
micro;12:15:00.325;44449.51042042824;31.821;20.493;22.306
micro;12:15:00.468;44449.51042208333;33.064;20.603;22.418
micro;12:15:00.588;44449.510423472224;33.064;20.950;22.935
micro;12:15:00.729;44449.51042510416;34.648;20.465;22.432
micro;12:15:00.848;44449.51042648148;33.442;19.945;21.921
micro;12:15:00.966;44449.51042784722;32.869;20.745;22.649
micro;12:15:01.109;44449.51042950232;32.256;20.200;22.182
micro;12:15:01.235;44449.51043096065;33.255;20.718;22.745
micro;12:15:01.374;44449.51043256944;32.669;20.227;22.107
micro;12:15:01.488;44449.51043388889;32.256;20.325;22.234
micro;12:15:01.607;44449.5104352662;37.025;21.881;23.967
micro;12:15:01.747;44449.51043688657;32.869;20.822;22.712
micro;12:15:01.866;44449.51043826389;32.256;21.806;23.570
micro;12:15:02.007;44449.510439895836;34.320;20.611;22.615
micro;12:15:02.128;44449.5104412963;32.669;21.218;23.057
micro;12:15:02.245;44449.51044265046;44.506;21.772;24.906
micro;12:15:02.386;44449.51044428241;34.320;20.764;22.791
micro;12:15:02.508;44449.51044569444;32.669;20.708;22.714
micro;12:15:02.646;44449.51044729167;33.064;20.550;22.529
micro;12:15:02.767;44449.510448692134;32.256;20.250;22.054
micro;12:15:02.886;44449.51045006944;32.256;20.804;22.730
micro;12:15:03.026;44449.51045168981;33.442;21.538;23.456
micro;12:15:03.145;44449.51045306713;33.442;20.486;22.418
micro;12:15:03.290;44449.51045474537;34.648;21.003;23.096
micro;12:15:03.407;44449.51045609954;33.064;20.821;22.667
micro;12:15:03.525;44449.51045746528;37.842;20.535;22.741
micro;12:15:03.666;44449.51045909722;33.979;21.207;23.102
micro;12:15:03.786;44449.51046048611;34.648;20.761;22.785
micro;12:15:03.926;44449.51046210648;31.596;20.469;22.215
micro;12:15:04.045;44449.51046348379;31.364;20.446;22.332
micro;12:15:04.166;44449.51046488426;33.442;20.967;22.839
micro;12:15:04.308;44449.510466527776;32.669;19.736;21.727
micro;12:15:04.431;44449.51046795139;33.255;20.117;22.120
micro;12:15:04.568;44449.51046953704;31.126;19.629;21.601
micro;12:15:04.688;44449.510470925925;33.064;20.826;22.704
micro;12:15:04.811;44449.51047234954;36.391;21.317;23.384
micro;12:15:04.947;44449.51047392361;40.424;21.210;23.744
micro;12:15:05.085;44449.51047552083;32.041;20.266;22.271
micro;12:15:05.212;44449.51047699074;33.804;20.382;22.345
micro;12:15:05.330;44449.51047835648;32.041;20.303;22.293
micro;12:15:05.448;44449.51047972222;31.821;19.539;21.518
micro;12:15:05.591;44449.510481377314;37.385;21.019;23.334
micro;12:15:05.712;44449.51048277778;34.648;21.572;23.551
micro;12:15:05.846;44449.510484328704;33.625;20.269;22.215
micro;12:15:05.966;44449.51048571759;34.320;21.765;23.781
micro;12:15:06.092;44449.510487175925;32.869;21.257;23.175
micro;12:15:06.225;44449.51048871528;33.625;20.652;22.669
micro;12:15:06.349;44449.51049015047;35.117;20.995;22.933
micro;12:15:06.490;44449.51049178241;33.804;21.163;23.251
micro;12:15:06.609;44449.51049315972;32.465;19.873;21.998
micro;12:15:06.726;44449.51049451389;32.669;20.809;22.690
micro;12:15:06.871;44449.51049619213;32.869;20.619;22.548
micro;12:15:06.990;44449.51049756944;32.465;20.194;22.144
micro;12:15:07.133;44449.51049922453;33.804;20.517;22.397
micro;12:15:07.248;44449.51050055555;32.869;21.135;22.885
micro;12:15:07.370;44449.5105019676;42.734;22.532;25.605
micro;12:15:07.508;44449.510503564816;32.669;21.410;23.242
micro;12:15:07.628;44449.51050495371;32.465;21.270;23.101
micro;12:15:07.770;44449.510506597224;32.041;18.983;21.049
micro;12:15:07.885;44449.51050792824;33.804;20.742;22.783
micro;12:15:08.005;44449.51050931713;32.869;20.253;22.046
micro;12:15:08.145;44449.5105109375;34.151;21.124;23.261
micro;12:15:08.266;44449.51051233796;32.256;20.764;22.520
micro;12:15:08.406;44449.51051395833;30.881;20.344;22.086
micro;12:15:08.525;44449.51051533565;33.804;20.684;22.661
micro;12:15:08.645;44449.510516724535;32.465;20.912;22.727
micro;12:15:08.785;44449.510518344905;33.625;21.278;23.238
micro;12:15:08.906;44449.51051974537;37.616;20.429;22.540
micro;12:15:09.047;44449.51052137731;31.821;20.012;21.848
micro;12:15:09.167;44449.5105227662;32.041;20.149;22.075
micro;12:15:09.285;44449.51052413194;32.041;19.562;21.478
micro;12:15:09.429;44449.510525798614;31.596;19.985;21.881
micro;12:15:09.548;44449.510527175924;33.625;21.658;23.564
micro;12:15:09.690;44449.510528819446;33.625;21.676;23.574
micro;12:15:09.808;44449.51053018519;32.041;21.091;22.997
micro;12:15:09.928;44449.51053157407;31.364;20.029;21.841
micro;12:15:10.069;44449.51053320602;31.364;19.621;21.652
micro;12:15:10.186;44449.510534560184;47.568;21.765;25.394
micro;12:15:10.330;44449.51053622685;33.255;20.248;22.261
micro;12:15:10.447;44449.51053758102;33.064;20.946;22.986
micro;12:15:10.569;44449.510538993054;32.869;21.002;22.937
micro;12:15:10.709;44449.510540613424;31.821;20.238;22.165
micro;12:15:10.829;44449.51054200232;33.064;20.259;22.287
micro;12:15:10.971;44449.51054364583;33.442;20.017;22.015
micro;12:15:11.087;44449.51054498843;33.255;20.146;22.173
micro;12:15:11.209;44449.51054640046;32.465;20.159;22.068
micro;12:15:11.349;44449.51054802083;34.320;20.627;22.667
micro;12:15:11.469;44449.51054940972;31.596;20.535;22.445
micro;12:15:11.613;44449.51055107639;32.869;20.100;22.035
micro;12:15:11.728;44449.5105524074;33.255;19.913;21.978
micro;12:15:11.845;44449.510553761575;33.255;20.355;22.194
micro;12:15:11.989;44449.51055542824;33.804;21.881;23.874
micro;12:15:12.108;44449.51055680556;33.255;20.763;22.800
micro;12:15:12.251;44449.51055846065;32.041;20.537;22.411
micro;12:15:12.370;44449.51055983796;33.064;20.453;22.480
micro;12:15:12.491;44449.51056123842;32.041;20.247;22.245
micro;12:15:12.628;44449.51056282407;35.417;21.792;23.766
micro;12:15:12.748;44449.510564212964;33.804;21.570;23.584
micro;12:15:12.891;44449.510565868055;33.255;19.969;22.095
micro;12:15:13.008;44449.51056722223;34.807;20.231;22.324
micro;12:15:13.133;44449.51056866898;32.869;20.939;22.851
micro;12:15:13.268;44449.51057023148;32.669;20.401;22.367
micro;12:15:13.388;44449.51057162037;34.648;22.336;24.256
micro;12:15:13.530;44449.51057326389;33.804;21.249;23.273
micro;12:15:13.646;44449.51057460648;32.869;20.685;22.718
micro;12:15:13.765;44449.5105759838;33.804;21.401;23.392
micro;12:15:13.908;44449.51057763889;33.255;20.868;22.791
micro;12:15:14.030;44449.510579050926;33.625;20.121;22.163
micro;12:15:14.169;44449.51058065973;31.596;20.736;22.475
micro;12:15:14.288;44449.51058203704;32.256;20.466;22.293
micro;12:15:14.409;44449.5105834375;32.041;20.017;21.904
micro;12:15:14.548;44449.5105850463;31.126;19.724;21.562
micro;12:15:14.668;44449.510586435186;32.669;20.195;22.128
micro;12:15:14.810;44449.5105880787;35.417;20.084;22.063
micro;12:15:14.930;44449.510589467594;33.625;20.085;22.113
micro;12:15:15.048;44449.510590833335;32.256;19.734;21.752
micro;12:15:15.190;44449.51059247685;32.465;20.004;21.918
micro;12:15:15.314;44449.51059391204;32.041;19.359;21.359
micro;12:15:15.449;44449.51059547454;33.064;20.096;22.164
micro;12:15:15.570;44449.510596875;32.869;20.224;22.002
micro;12:15:15.689;44449.51059825232;32.041;19.706;21.726
micro;12:15:15.831;44449.51059989583;32.256;20.348;22.334
micro;12:15:15.951;44449.510601284725;32.041;19.365;21.380
micro;12:15:16.088;44449.510602870374;34.807;20.070;21.972
micro;12:15:16.208;44449.51060425926;33.625;20.174;22.089
micro;12:15:16.329;44449.51060565972;33.064;20.234;22.255
micro;12:15:16.469;44449.51060728009;32.256;19.531;21.501
micro;12:15:16.589;44449.51060866898;34.486;20.801;22.689
micro;12:15:16.730;44449.51061030093;33.979;21.036;23.040
micro;12:15:16.850;44449.51061168981;32.465;19.457;21.407
micro;12:15:16.969;44449.510613067134;34.964;21.399;23.451
micro;12:15:17.114;44449.51061474537;32.041;19.671;21.701
micro;12:15:17.229;44449.51061607639;33.442;20.185;22.328
micro;12:15:17.369;44449.51061769676;34.807;21.291;23.362
micro;12:15:17.488;44449.51061907408;36.391;25.061;26.793
micro;12:15:17.609;44449.51062047454;32.465;20.767;22.720
micro;12:15:17.749;44449.51062209491;32.669;20.945;22.895
micro;12:15:17.868;44449.51062347222;33.064;21.450;23.249
micro;12:15:18.007;44449.51062508102;38.382;22.187;24.284
micro;12:15:18.140;44449.510626620366;33.442;20.099;21.979
micro;12:15:18.245;44449.51062783565;34.320;19.594;21.676
micro;12:15:18.386;44449.51062946759;32.869;20.115;22.030
micro;12:15:18.508;44449.51063087963;34.151;21.096;23.126
micro;12:15:18.650;44449.510632523146;33.255;21.403;23.251
micro;12:15:18.769;44449.51063390046;31.596;19.607;21.566
micro;12:15:18.889;44449.51063528935;32.465;20.378;22.418
micro;12:15:19.036;44449.510636990744;32.869;20.130;22.106
micro;12:15:19.147;44449.51063827546;33.442;20.997;22.881
micro;12:15:19.291;44449.510639942135;32.041;19.926;21.746
micro;12:15:19.408;44449.51064129629;33.625;21.198;23.098
micro;12:15:19.531;44449.510642719906;31.126;20.115;21.996
micro;12:15:19.670;44449.51064432871;32.669;20.989;22.805
micro;12:15:19.788;44449.51064569445;33.255;20.981;22.978
micro;12:15:19.931;44449.51064734954;33.064;19.466;21.437
micro;12:15:20.046;44449.51064868056;35.417;21.385;23.443
micro;12:15:20.166;44449.510650069446;32.869;20.565;22.517
micro;12:15:20.307;44449.51065170139;33.064;21.276;23.096
micro;12:15:20.426;44449.5106530787;33.064;20.285;22.286
micro;12:15:20.570;44449.51065474537;33.255;20.842;22.743
micro;12:15:20.690;44449.510656134255;31.821;20.141;22.082
micro;12:15:20.811;44449.51065753472;32.041;20.781;22.613
micro;12:15:20.951;44449.510659155094;33.064;20.887;22.891
micro;12:15:21.080;44449.51066064815;32.869;20.068;22.078
micro;12:15:21.211;44449.51066216435;31.596;20.500;22.355
micro;12:15:21.330;44449.51066354167;34.151;20.937;22.867
micro;12:15:21.447;44449.51066489583;32.256;20.214;22.149
micro;12:15:21.589;44449.510666539354;31.364;20.205;22.031
micro;12:15:21.710;44449.510667939816;33.979;20.972;23.007
micro;12:15:21.849;44449.51066954861;32.256;19.690;21.736
micro;12:15:21.969;44449.510670937496;30.881;19.268;21.093
micro;12:15:22.099;44449.510672442135;33.625;21.437;23.261
micro;12:15:22.231;44449.51067396991;32.256;20.450;22.186
micro;12:15:22.349;44449.51067533565;34.151;21.217;23.235
micro;12:15:22.486;44449.5106769213;43.107;21.149;23.801
micro;12:15:22.606;44449.51067831018;33.442;20.586;22.521
micro;12:15:22.725;44449.510679687504;32.256;20.647;22.566
micro;12:15:22.867;44449.51068133102;33.804;21.697;23.564
micro;12:15:22.986;44449.51068270834;33.064;20.467;22.421
micro;12:15:23.128;44449.51068435185;32.669;21.136;23.049
micro;12:15:23.245;44449.51068570602;32.869;19.986;22.043
micro;12:15:23.365;44449.51068709491;31.596;20.339;22.221
micro;12:15:23.506;44449.51068872685;32.669;20.450;22.381
micro;12:15:23.627;44449.51069012731;32.465;20.379;22.273
micro;12:15:23.766;44449.51069173611;34.320;21.232;23.208
micro;12:15:23.885;44449.51069311342;31.821;20.238;22.137
micro;12:15:24.008;44449.510694537035;32.869;20.718;22.895
micro;12:15:24.145;44449.510696122685;32.465;20.658;22.538
micro;12:15:24.269;44449.51069755787;31.596;19.283;21.219
micro;12:15:24.411;44449.51069920139;32.041;20.590;22.501
micro;12:15:24.525;44449.510700520834;33.625;21.473;23.283
micro;12:15:24.647;44449.51070193287;33.064;20.488;22.543
micro;12:15:24.786;44449.510703541666;34.486;20.354;22.429
micro;12:15:24.908;44449.510704953704;33.064;20.568;22.597
micro;12:15:25.050;44449.510706597226;32.041;20.914;22.667
micro;12:15:25.168;44449.51070796297;33.442;20.739;22.580
micro;12:15:25.286;44449.51070932871;30.881;20.522;22.332
micro;12:15:25.430;44449.51071099537;32.041;20.380;22.217
micro;12:15:25.549;44449.510712372685;33.979;21.058;22.980
micro;12:15:25.691;44449.5107140162;32.041;19.904;21.825
micro;12:15:25.809;44449.51071538194;33.625;20.654;22.581
micro;12:15:25.936;44449.51071685185;39.645;25.492;27.707
micro;12:15:26.089;44449.51071862268;32.669;20.749;22.672
micro;12:15:26.194;44449.51071983796;32.869;20.130;21.959
micro;12:15:26.337;44449.510721493054;33.979;20.436;22.315
micro;12:15:26.451;44449.5107228125;34.151;20.826;22.815
micro;12:15:26.576;44449.510724259264;33.442;21.022;22.996
micro;12:15:26.714;44449.51072585648;33.064;20.980;22.803
micro;12:15:26.834;44449.510727245375;33.442;21.160;23.028
micro;12:15:26.975;44449.510728877314;33.064;20.539;22.454
micro;12:15:27.095;44449.51073026621;32.669;19.469;21.489
micro;12:15:27.215;44449.51073165509;30.881;20.100;21.924
micro;12:15:27.352;44449.51073324074;33.804;20.690;22.712
micro;12:15:27.473;44449.510734641204;33.064;21.057;22.858
micro;12:15:27.616;44449.510736296295;33.442;21.245;23.143
micro;12:15:27.745;44449.51073778935;32.869;21.479;23.291
micro;12:15:27.854;44449.51073905092;31.821;20.047;22.021
micro;12:15:28.001;44449.51074075232;33.804;21.594;23.481
micro;12:15:28.113;44449.51074204862;33.442;20.241;22.358
micro;12:15:28.263;44449.51074378472;32.041;20.638;22.561
micro;12:15:28.375;44449.51074508102;32.869;20.112;22.126
micro;12:15:28.504;44449.51074657407;31.821;20.129;22.022
micro;12:15:28.634;44449.510748078705;33.625;21.320;23.450
micro;12:15:28.756;44449.51074949074;32.869;20.879;22.798
micro;12:15:28.892;44449.510751064816;35.117;20.370;22.385
micro;12:15:29.015;44449.51075248842;33.064;20.879;22.833
micro;12:15:29.139;44449.51075392361;33.804;20.175;22.330
micro;12:15:29.279;44449.51075554398;32.041;20.038;21.957
micro;12:15:29.394;44449.510756874995;31.821;20.515;22.500
micro;12:15:29.538;44449.51075854167;31.821;20.114;22.059
micro;12:15:29.658;44449.510759930556;34.964;21.019;23.142
micro;12:15:29.775;44449.51076128472;34.151;20.788;22.718
micro;12:15:29.915;44449.51076290509;34.151;20.293;22.375
micro;12:15:30.035;44449.510764293984;32.669;19.713;21.734
micro;12:15:30.175;44449.510765914354;33.442;20.445;22.432
micro;12:15:30.293;44449.510767280095;32.869;21.099;22.979
micro;12:15:30.417;44449.51076871528;34.648;20.767;22.701
micro;12:15:30.555;44449.510770312496;35.269;20.324;22.535
micro;12:15:30.675;44449.51077170139;33.255;20.356;22.264
micro;12:15:30.811;44449.51077327546;35.707;22.167;24.133
micro;12:15:30.931;44449.51077466435;34.648;21.792;23.775
micro;12:15:31.049;44449.51077603009;33.255;21.170;23.075
micro;12:15:31.191;44449.51077767361;33.979;21.992;23.831
micro;12:15:31.317;44449.510779131946;34.807;21.768;23.940
micro;12:15:31.456;44449.51078074074;34.151;21.299;23.160
micro;12:15:31.574;44449.51078210648;34.320;20.898;23.032
micro;12:15:31.695;44449.51078350694;34.151;20.433;22.379
micro;12:15:31.835;44449.51078512731;31.596;20.376;22.143
micro;12:15:31.957;44449.51078653935;33.064;20.468;22.397
micro;12:15:32.093;44449.510788113424;33.804;22.176;23.895
micro;12:15:32.214;44449.51078951389;34.964;21.666;23.700
micro;12:15:32.338;44449.510790949076;34.320;21.511;23.462
micro;12:15:32.475;44449.510792534726;34.648;21.873;23.713
micro;12:15:32.593;44449.51079390047;34.320;23.042;25.030
micro;12:15:32.730;44449.510795486116;33.255;21.975;23.908
micro;12:15:32.855;44449.51079693287;41.438;24.114;26.353
micro;12:15:32.975;44449.51079832176;35.269;23.188;25.115
micro;12:15:33.111;44449.510799895834;36.391;22.579;24.694
micro;12:15:33.234;44449.51080131944;35.269;22.295;24.248
micro;12:15:33.373;44449.51080292824;34.486;22.692;24.634
micro;12:15:33.499;44449.51080438658;33.979;22.312;24.236
micro;12:15:33.614;44449.5108057176;34.151;22.076;24.038
micro;12:15:33.758;44449.51080738426;35.417;23.237;25.047
micro;12:15:33.877;44449.51080876157;35.117;23.156;25.090
micro;12:15:34.022;44449.51081043981;38.988;25.475;27.456
micro;12:15:34.139;44449.51081179398;35.848;24.506;26.388
micro;12:15:34.249;44449.51081306713;36.391;23.714;25.748
micro;12:15:34.388;44449.51081467593;38.170;25.209;27.154
micro;12:15:34.513;44449.51081612268;38.486;25.853;27.689
micro;12:15:34.655;44449.510817766204;37.266;26.358;28.247
micro;12:15:34.775;44449.5108191551;40.424;26.509;28.516
micro;12:15:34.888;44449.510820462965;41.438;27.999;30.064
micro;12:15:35.029;44449.510822094904;40.588;28.575;30.517
micro;12:15:35.158;44449.51082358796;41.289;29.540;31.454
micro;12:15:35.296;44449.510825185185;40.984;29.237;31.165
micro;12:15:35.417;44449.51082658565;41.868;30.132;32.005
