micro;time;excel time;peak;average;RMS
micro;12:09:00.590;44449.5062568287;56.586;42.056;44.087
micro;12:09:00.710;44449.50625821759;53.945;40.318;42.324
micro;12:09:00.850;44449.50625983796;51.504;37.515;39.449
micro;12:09:00.967;44449.50626119213;48.399;32.728;34.821
micro;12:09:01.088;44449.50626259259;43.522;28.007;30.176
micro;12:09:01.231;44449.506264247684;57.074;41.004;43.163
micro;12:09:01.351;44449.50626563658;54.839;41.620;43.581
micro;12:09:01.488;44449.50626722223;65.657;45.613;48.117
micro;12:09:01.610;44449.50626863426;54.583;38.763;40.837
micro;12:09:01.730;44449.50627002315;39.276;25.658;27.676
micro;12:09:01.870;44449.50627164352;33.979;20.578;22.522
micro;12:09:01.992;44449.50627305555;32.041;20.936;22.733
micro;12:09:02.134;44449.50627469907;39.463;25.661;27.860
micro;12:09:02.249;44449.50627603009;42.212;28.867;31.071
micro;12:09:02.371;44449.50627744213;55.519;35.045;38.069
micro;12:09:02.511;44449.5062790625;58.496;42.799;44.831
micro;12:09:02.630;44449.50628043982;58.870;36.046;40.320
micro;12:09:02.771;44449.50628207176;59.114;39.956;42.786
micro;12:09:02.890;44449.506283449075;44.082;30.513;32.541
micro;12:09:03.010;44449.50628483796;46.150;32.479;34.523
micro;12:09:03.150;44449.50628645833;43.346;30.069;32.088
micro;12:09:03.270;44449.50628784722;39.181;26.319;28.311
micro;12:09:03.411;44449.50628947916;39.181;25.670;27.694
micro;12:09:03.527;44449.50629082176;36.902;23.202;25.282
micro;12:09:03.650;44449.506292245365;43.046;27.298;29.611
micro;12:09:03.790;44449.506293865736;42.542;31.408;33.170
micro;12:09:03.913;44449.50629528935;55.606;40.758;43.029
micro;12:09:04.054;44449.506296921296;54.917;40.738;42.822
micro;12:09:04.170;44449.50629826389;63.399;43.616;46.502
micro;12:09:04.290;44449.50629965278;60.555;43.673;46.053
micro;12:09:04.431;44449.506301284724;62.279;43.933;46.681
micro;12:09:04.550;44449.506302662034;63.487;50.557;52.524
micro;12:09:04.691;44449.50630429398;63.015;46.136;48.910
micro;12:09:04.810;44449.5063056713;57.964;37.297;40.005
micro;12:09:04.930;44449.50630706019;46.568;30.470;32.458
micro;12:09:05.074;44449.50630872685;62.549;32.949;38.438
micro;12:09:05.191;44449.50631008102;42.345;28.940;31.072
micro;12:09:05.332;44449.50631171296;38.790;24.564;26.627
micro;12:09:05.451;44449.50631309028;52.319;29.977;33.781
micro;12:09:05.573;44449.506314502316;48.062;25.249;28.076
micro;12:09:05.711;44449.506316099534;76.882;38.743;49.481
micro;12:09:05.830;44449.50631747685;43.862;26.628;28.890
micro;12:09:05.971;44449.5063191088;37.616;24.486;26.384
micro;12:09:06.088;44449.50632046296;35.987;24.117;25.963
micro;12:09:06.210;44449.506321875;33.979;22.652;24.466
micro;12:09:06.350;44449.50632349537;46.361;25.302;28.450
micro;12:09:06.467;44449.506324849535;43.750;23.817;26.971
micro;12:09:06.608;44449.50632648148;55.056;25.452;30.877
micro;12:09:06.730;44449.50632789352;67.197;32.085;40.796
micro;12:09:06.851;44449.50632929398;54.168;30.377;35.032
micro;12:09:06.992;44449.50633092593;65.502;38.645;45.739
micro;12:09:07.112;44449.50633231481;40.424;27.156;29.526
micro;12:09:07.251;44449.50633392361;37.025;23.639;25.644
micro;12:09:07.370;44449.506335300925;38.588;26.460;28.416
micro;12:09:07.488;44449.506336666665;41.656;28.422;30.307
micro;12:09:07.630;44449.50633831018;44.190;29.205;31.333
micro;12:09:07.750;44449.50633969907;56.096;32.143;36.418
micro;12:09:07.892;44449.506341342596;53.026;32.738;35.710
micro;12:09:08.012;44449.50634273148;38.062;24.125;25.997
micro;12:09:08.134;44449.50634414352;40.668;21.900;24.008
micro;12:09:08.271;44449.50634572917;34.151;22.621;24.546
micro;12:09:08.391;44449.506347118055;34.151;21.998;23.971
micro;12:09:08.531;44449.506348738425;49.036;31.649;34.023
micro;12:09:08.651;44449.50635012731;53.236;33.003;36.992
micro;12:09:08.770;44449.506351504635;53.274;35.651;37.795
micro;12:09:08.911;44449.506353136574;63.239;38.300;43.361
micro;12:09:09.030;44449.506354513884;66.669;40.989;47.048
micro;12:09:09.172;44449.506356157406;61.805;34.441;40.702
micro;12:09:09.291;44449.50635753472;54.870;31.993;35.481
micro;12:09:09.413;44449.50635894676;39.085;23.684;25.698
micro;12:09:09.553;44449.50636056713;66.107;39.732;44.840
micro;12:09:09.669;44449.50636190972;47.495;30.782;32.928
micro;12:09:09.811;44449.50636355324;36.650;20.918;22.989
micro;12:09:09.931;44449.50636494213;32.465;20.605;22.448
micro;12:09:10.051;44449.506366331014;35.417;22.446;24.407
micro;12:09:10.190;44449.506367939815;34.964;22.544;24.632
micro;12:09:10.310;44449.50636932871;45.483;30.754;33.287
micro;12:09:10.450;44449.50637094908;44.190;30.019;32.016
micro;12:09:10.568;44449.50637231482;46.649;32.676;34.645
micro;12:09:10.689;44449.50637371528;44.350;28.718;30.791
micro;12:09:10.831;44449.5063753588;36.124;23.680;25.621
micro;12:09:10.950;44449.50637673611;35.269;22.796;24.728
micro;12:09:11.094;44449.50637840277;34.486;22.525;24.516
micro;12:09:11.211;44449.506379756946;40.828;25.571;28.063
micro;12:09:11.331;44449.50638114584;34.648;21.871;23.850
micro;12:09:11.470;44449.506382754626;36.124;21.891;23.904
micro;12:09:11.591;44449.50638415509;34.648;20.826;22.824
micro;12:09:11.730;44449.50638576389;31.596;20.560;22.381
micro;12:09:11.850;44449.50638715278;33.255;21.179;23.212
micro;12:09:11.970;44449.50638854167;33.255;21.732;23.771
micro;12:09:12.110;44449.50639016204;34.486;22.684;24.537
micro;12:09:12.233;44449.506391585644;34.807;22.669;24.570
micro;12:09:12.373;44449.506393206015;41.364;24.556;27.065
micro;12:09:12.491;44449.506394571756;39.645;25.414;27.397
micro;12:09:12.609;44449.5063959375;43.346;26.749;29.471
micro;12:09:12.750;44449.50639756944;34.486;22.927;24.777
micro;12:09:12.871;44449.50639896991;34.964;22.178;24.315
micro;12:09:13.011;44449.50640059028;35.417;21.610;23.472
micro;12:09:13.135;44449.506402025465;35.987;22.517;24.509
micro;12:09:13.249;44449.50640334491;38.170;21.341;23.561
micro;12:09:13.389;44449.50640496528;40.086;26.616;28.744
micro;12:09:13.509;44449.506406354165;38.890;24.405;26.503
micro;12:09:13.651;44449.50640799769;49.005;28.459;31.158
micro;12:09:13.770;44449.506409375;38.790;26.965;28.956
micro;12:09:13.892;44449.50641078704;33.979;21.992;24.107
micro;12:09:14.029;44449.506412372684;35.848;22.492;24.535
micro;12:09:14.150;44449.50641377315;32.256;20.850;22.748
micro;12:09:14.291;44449.50641540509;39.913;27.620;29.373
micro;12:09:14.412;44449.506416805554;34.486;20.849;22.866
micro;12:09:14.529;44449.506418159726;33.442;21.747;23.636
micro;12:09:14.670;44449.506419791665;56.483;37.398;41.124
micro;12:09:14.790;44449.50642118056;39.825;25.193;27.415
micro;12:09:14.930;44449.50642280093;35.117;21.448;23.446
micro;12:09:15.049;44449.50642417824;32.669;21.352;23.284
micro;12:09:15.169;44449.50642556713;54.236;37.791;40.250
micro;12:09:15.311;44449.50642721065;53.962;43.113;44.719
micro;12:09:15.433;44449.506428622684;48.299;35.592;37.495
micro;12:09:15.571;44449.5064302199;37.953;26.053;28.012
micro;12:09:15.689;44449.50643158564;37.501;25.065;26.917
micro;12:09:15.809;44449.50643297454;33.804;22.500;24.364
micro;12:09:15.949;44449.50643459491;37.385;23.167;25.322
micro;12:09:16.070;44449.50643599537;34.151;21.303;23.336
micro;12:09:16.210;44449.50643761574;34.320;21.655;23.700
micro;12:09:16.329;44449.506438993056;33.804;21.126;23.156
micro;12:09:16.450;44449.50644039352;40.000;23.169;25.429
micro;12:09:16.590;44449.50644201389;37.147;25.024;27.032
micro;12:09:16.717;44449.5064434838;39.735;27.202;28.988
micro;12:09:16.852;44449.506445046296;39.645;25.113;27.023
micro;12:09:16.972;44449.50644643519;51.293;33.062;35.826
micro;12:09:17.088;44449.50644777778;38.890;25.409;27.362
micro;12:09:17.230;44449.5064494213;53.274;36.743;39.568
micro;12:09:17.351;44449.50645082176;41.138;24.321;26.341
micro;12:09:17.491;44449.50645244213;33.979;20.879;22.810
micro;12:09:17.610;44449.50645381944;32.256;21.519;23.465
micro;12:09:17.732;44449.50645523148;34.648;21.441;23.250
micro;12:09:17.873;44449.506456863426;33.442;21.396;23.213
micro;12:09:17.995;44449.506458275464;56.378;26.382;31.345
micro;12:09:18.132;44449.506459861106;33.804;21.876;23.816
micro;12:09:18.251;44449.50646123843;34.964;22.137;24.244
micro;12:09:18.373;44449.50646265046;34.648;22.879;24.911
micro;12:09:18.515;44449.50646429398;44.506;29.474;31.670
micro;12:09:18.634;44449.50646567129;35.707;23.052;24.831
micro;12:09:18.774;44449.50646729166;33.979;22.144;24.090
micro;12:09:18.892;44449.506468657404;45.105;24.832;27.431
micro;12:09:19.012;44449.5064700463;44.959;26.429;29.411
micro;12:09:19.151;44449.50647165509;49.097;33.022;35.763
micro;12:09:19.272;44449.50647305556;45.343;27.697;30.253
micro;12:09:19.413;44449.5064746875;64.547;31.588;40.643
micro;12:09:19.534;44449.50647608796;57.001;33.588;37.884
micro;12:09:19.656;44449.5064775;53.625;32.787;37.007
micro;12:09:19.795;44449.50647910879;57.908;30.750;35.111
micro;12:09:19.915;44449.50648049769;51.687;27.529;31.766
micro;12:09:20.055;44449.50648211806;64.158;31.167;39.548
micro;12:09:20.176;44449.50648351852;46.235;31.041;33.421
micro;12:09:20.292;44449.50648486111;42.411;24.221;26.782
micro;12:09:20.432;44449.50648648148;40.341;25.256;27.526
micro;12:09:20.551;44449.506487858795;55.621;31.338;34.437
micro;12:09:20.693;44449.50648950231;50.449;27.935;30.821
micro;12:09:20.815;44449.506490914355;42.411;24.996;27.579
micro;12:09:20.933;44449.506492280096;51.888;24.809;29.617
micro;12:09:21.079;44449.50649396991;56.164;33.342;37.118
micro;12:09:21.195;44449.5064953125;58.850;37.183;41.542
micro;12:09:21.334;44449.5064969213;51.174;36.914;39.141
micro;12:09:21.455;44449.50649832176;54.066;34.872;38.231
micro;12:09:21.574;44449.50649969907;42.345;27.323;29.476
micro;12:09:21.708;44449.50650125;40.257;23.665;26.083
micro;12:09:21.832;44449.50650268518;54.760;29.435;34.502
micro;12:09:21.971;44449.50650429398;49.513;24.710;28.755
micro;12:09:22.089;44449.50650565972;56.777;32.497;37.110
micro;12:09:22.209;44449.506507048616;46.403;25.319;28.701
micro;12:09:22.350;44449.506508680555;37.616;21.617;23.781
micro;12:09:22.472;44449.50651009259;71.116;41.939;47.999
micro;12:09:22.612;44449.50651171296;50.021;25.484;28.743
micro;12:09:22.732;44449.50651310185;64.594;36.886;42.993
micro;12:09:22.850;44449.50651446759;52.527;30.453;34.025
micro;12:09:22.992;44449.50651611111;54.083;41.576;43.600
micro;12:09:23.111;44449.50651748842;51.932;38.274;40.449
micro;12:09:23.251;44449.50651910879;47.819;34.068;36.401
micro;12:09:23.370;44449.50652048611;58.413;41.551;43.967
micro;12:09:23.490;44449.506521874995;60.709;42.430;45.460
micro;12:09:23.631;44449.50652350695;47.568;29.980;32.336
micro;12:09:23.750;44449.50652488426;49.939;29.952;32.635
micro;12:09:23.894;44449.506526550926;50.238;31.006;33.561
micro;12:09:24.010;44449.50652789352;58.297;40.556;43.663
micro;12:09:24.135;44449.50652934027;52.106;34.408;37.257
micro;12:09:24.270;44449.50653090278;56.676;38.296;41.783
micro;12:09:24.390;44449.50653229166;48.881;32.512;34.865
micro;12:09:24.533;44449.506533946755;53.679;32.535;36.632
micro;12:09:24.650;44449.50653530093;39.913;27.407;29.215
micro;12:09:24.769;44449.50653667824;39.825;26.481;28.424
micro;12:09:24.908;44449.50653828704;38.988;24.992;27.047
micro;12:09:25.031;44449.50653971065;38.486;23.794;25.884
micro;12:09:25.173;44449.50654135417;78.130;45.358;52.561
micro;12:09:25.292;44449.506542731484;41.214;26.255;28.353
micro;12:09:25.412;44449.50654412037;45.249;24.779;27.323
micro;12:09:25.553;44449.506545752316;41.511;27.936;29.942
micro;12:09:25.672;44449.506547129626;60.332;35.051;40.033
micro;12:09:25.813;44449.50654876158;58.402;32.540;37.363
micro;12:09:25.930;44449.50655011574;35.417;23.166;25.070
micro;12:09:26.050;44449.50655150463;34.486;21.712;23.618
micro;12:09:26.191;44449.50655313657;33.979;20.908;23.033
micro;12:09:26.312;44449.50655453704;41.584;26.271;28.511
micro;12:09:26.452;44449.50655615741;36.521;23.257;25.315
micro;12:09:26.573;44449.50655755787;37.266;22.890;24.856
micro;12:09:26.692;44449.50655893519;35.269;21.939;23.862
micro;12:09:26.832;44449.50656055556;34.486;21.918;23.805
micro;12:09:26.947;44449.50656188658;40.086;24.728;26.804
micro;12:09:27.098;44449.50656363426;32.869;20.020;21.982
micro;12:09:27.210;44449.506564930554;32.669;20.825;22.773
micro;12:09:27.331;44449.50656633102;34.320;21.703;23.636
micro;12:09:27.467;44449.50656790509;32.869;21.359;23.189
micro;12:09:27.590;44449.5065693287;35.707;23.143;25.063
micro;12:09:27.731;44449.50657096065;39.463;24.351;26.469
micro;12:09:27.850;44449.50657233797;35.848;23.276;25.106
micro;12:09:27.969;44449.506573715276;54.031;32.236;35.642
micro;12:09:28.110;44449.50657534722;50.578;31.722;33.940
micro;12:09:28.231;44449.506576747684;35.269;22.759;24.690
micro;12:09:28.371;44449.506578368055;44.137;25.192;27.768
micro;12:09:28.491;44449.50657975694;57.466;38.681;41.315
micro;12:09:28.611;44449.50658114583;48.299;31.395;33.947
micro;12:09:28.749;44449.50658274305;36.391;21.871;23.747
micro;12:09:28.871;44449.5065841551;36.650;22.311;24.424
micro;12:09:29.011;44449.50658577547;38.062;23.991;26.096
micro;12:09:29.135;44449.50658721065;51.102;28.451;32.880
micro;12:09:29.250;44449.50658854167;54.680;37.069;39.734
micro;12:09:29.391;44449.50659017361;42.923;26.978;29.196
micro;12:09:29.510;44449.506591550926;38.382;25.446;27.460
micro;12:09:29.652;44449.50659319444;82.112;54.998;60.202
micro;12:09:29.771;44449.50659457176;69.097;50.816;53.110
micro;12:09:29.890;44449.506595949075;57.975;37.917;41.003
micro;12:09:30.031;44449.506597581014;45.621;28.631;30.887
micro;12:09:30.149;44449.506598946755;42.279;24.831;26.977
micro;12:09:30.290;44449.50660057871;35.563;22.370;24.475
micro;12:09:30.410;44449.506601967594;33.804;21.974;23.886
micro;12:09:30.530;44449.50660335648;41.584;22.426;25.399
micro;12:09:30.670;44449.50660497685;35.269;22.659;24.582
micro;12:09:30.790;44449.50660636574;35.848;23.350;25.208
micro;12:09:30.932;44449.50660800926;36.777;23.208;25.022
micro;12:09:31.047;44449.50660934028;35.987;21.747;23.787
micro;12:09:31.171;44449.50661077547;35.269;22.991;24.885
micro;12:09:31.312;44449.50661240741;46.444;31.174;33.291
micro;12:09:31.431;44449.50661378472;39.735;26.314;28.512
micro;12:09:31.570;44449.50661539352;47.604;34.502;36.622
micro;12:09:31.690;44449.50661678241;49.513;33.922;35.777
micro;12:09:31.810;44449.5066181713;33.625;22.409;24.317
micro;12:09:31.950;44449.50661979167;38.062;25.623;27.481
micro;12:09:32.071;44449.50662119213;38.988;26.276;28.339
micro;12:09:32.212;44449.506622824076;52.128;38.330;40.658
micro;12:09:32.331;44449.506624201385;42.411;28.603;30.613
micro;12:09:32.450;44449.5066255787;36.258;23.137;25.087
micro;12:09:32.590;44449.50662719907;34.486;22.695;24.447
micro;12:09:32.716;44449.50662865741;41.868;26.829;28.941
micro;12:09:32.851;44449.50663021991;34.486;22.713;24.686
micro;12:09:32.971;44449.5066316088;35.417;21.417;23.505
micro;12:09:33.088;44449.50663296296;35.417;22.850;24.810
micro;12:09:33.229;44449.50663459491;61.445;33.183;38.288
micro;12:09:33.350;44449.50663599537;59.209;37.635;40.876
micro;12:09:33.491;44449.50663762732;73.855;43.164;48.955
micro;12:09:33.609;44449.50663899306;52.192;35.715;38.138
micro;12:09:33.731;44449.50664040509;85.561;51.644;60.770
micro;12:09:33.872;44449.50664203704;82.077;56.848;61.207
micro;12:09:33.993;44449.506643437504;56.496;38.936;41.241
micro;12:09:34.129;44449.50664501157;42.212;28.712;30.964
micro;12:09:34.250;44449.50664641203;42.923;27.896;30.076
micro;12:09:34.370;44449.506647800925;40.172;24.893;27.233
micro;12:09:34.509;44449.50664940973;51.126;28.431;31.785
micro;12:09:34.630;44449.50665081019;53.084;32.610;36.248
micro;12:09:34.771;44449.50665244213;54.979;29.449;33.528
micro;12:09:34.891;44449.50665383102;47.005;32.368;34.585
micro;12:09:35.010;44449.50665520833;54.134;30.799;34.097
micro;12:09:35.150;44449.5066568287;71.888;39.783;48.092
micro;12:09:35.270;44449.50665821759;61.031;40.430;43.214
micro;12:09:35.414;44449.50665988426;54.202;31.645;35.111
micro;12:09:35.530;44449.50666122686;67.542;41.597;46.242
micro;12:09:35.651;44449.50666262732;59.342;36.306;40.309
micro;12:09:35.790;44449.50666423611;47.197;31.386;33.708
micro;12:09:35.910;44449.506665625;51.998;28.969;32.203
micro;12:09:36.050;44449.50666724537;48.299;28.694;31.694
micro;12:09:36.169;44449.506668622686;63.597;42.372;47.169
micro;12:09:36.290;44449.50667002315;45.483;29.698;32.063
micro;12:09:36.431;44449.506671655094;62.319;29.273;35.420
micro;12:09:36.549;44449.506673020835;52.063;30.815;33.171
micro;12:09:36.694;44449.50667469908;53.423;36.083;38.846
micro;12:09:36.814;44449.50667608796;50.501;35.909;38.230
micro;12:09:36.935;44449.506677488425;54.014;33.077;36.496
micro;12:09:37.079;44449.50667915509;47.532;34.812;36.960
micro;12:09:37.189;44449.50668042824;47.819;36.113;37.984
micro;12:09:37.335;44449.50668211805;67.758;43.963;49.863
micro;12:09:37.454;44449.50668349537;75.626;45.497;51.965
micro;12:09:37.573;44449.506684872686;51.550;37.095;39.127
micro;12:09:37.713;44449.506686493056;49.218;35.943;37.693
micro;12:09:37.833;44449.50668788195;76.439;47.244;52.253
micro;12:09:37.975;44449.506689525464;61.123;40.383;43.263
micro;12:09:38.094;44449.50669090278;46.927;35.079;36.947
micro;12:09:38.211;44449.506692256946;43.464;30.790;32.677
micro;12:09:38.355;44449.50669392361;64.153;42.686;46.473
micro;12:09:38.477;44449.50669533564;61.613;42.813;45.548
micro;12:09:38.614;44449.50669692129;56.312;34.787;37.742
micro;12:09:38.735;44449.506698321755;38.890;27.856;29.780
micro;12:09:38.854;44449.50669969908;37.025;24.968;26.888
micro;12:09:38.994;44449.50670131945;83.569;55.155;61.802
micro;12:09:39.111;44449.50670267361;74.146;47.308;51.775
micro;12:09:39.255;44449.50670434028;67.755;40.240;45.435
micro;12:09:39.373;44449.50670570602;64.527;44.737;49.632
micro;12:09:39.494;44449.506707106484;60.883;41.488;44.170
micro;12:09:39.635;44449.50670873842;37.842;25.188;27.073
micro;12:09:39.756;44449.506710138885;35.707;23.150;25.172
micro;12:09:39.894;44449.50671173611;38.890;26.918;28.833
micro;12:09:40.014;44449.506713124996;54.353;30.704;34.974
micro;12:09:40.135;44449.50671452546;56.443;39.707;41.887
micro;12:09:40.273;44449.50671612268;42.607;29.888;31.844
micro;12:09:40.394;44449.50671752315;40.588;28.499;30.415
micro;12:09:40.534;44449.50671914352;46.193;31.300;33.321
micro;12:09:40.654;44449.50672053241;44.506;28.935;30.927
micro;12:09:40.775;44449.50672193287;45.711;31.402;33.693
micro;12:09:40.915;44449.50672355324;39.735;27.072;29.055
micro;12:09:41.036;44449.5067249537;40.341;26.901;28.800
micro;12:09:41.178;44449.50672659722;40.828;27.111;29.084
micro;12:09:41.294;44449.50672793981;38.062;25.756;27.747
micro;12:09:41.414;44449.5067293287;37.266;25.109;27.111
micro;12:09:41.556;44449.50673097222;37.147;24.322;26.412
micro;12:09:41.678;44449.50673238426;36.258;24.151;26.042
micro;12:09:41.815;44449.50673396991;37.025;23.968;25.938
micro;12:09:41.933;44449.50673533565;36.902;24.568;26.662
